Bravanese,English
Latanaani,Leave one another
Latila,Throw
Latta,leave
lawa,out
lawaanganja,divide
lbaani,Chewing-Gum
lbawa,Feather
lbolo,Penis
Leelo,today
Leete,bring
Leetiri,Litre
Lekeza,adjust
Lfuungulo,key
Liimbo,Song
Liini,When
Liini?,when?
Liinsoole,Bed sheet
Lila,TRUE
Lillaahi,frankly/honestly
Lima,Plough
Limi,Tongue
Linganya,Match
Liwala,forget
Liwaza,Console
Lkaambala,Rope
Lkaandha,Belt
Lkoombe,Spoon
lkope,eyebrow
Lkutta,Wall
Lmilo,Throat
Lohooho,thin baked pancake
Loogaani,Valley
Lpaanga,Sword
Lpeelo,Broom
Lpiindho la Tawala,Coast
Ltaambi,wick
Ltaki,Chain (Jewllery)
Lufa,Crack
Luflufu,Scraps
Lukha,language
Luqa la Yahuudi,Hebrew
Luti la kuduguwila,Crutch
Luulu,Pearl
Luzi,String/Thread
Lvuundho,Bad smell
Lwarakha,Paper
Lwatto,Fenugreek
Lwawo,Wood
Ma Dhereri/ Idhereri,Saliva
Ma'aduumu,curious
Ma'quuli,reasonable
Ma'ruufu,Familiar/Common
Maachisi,Bastard
Maachiwooni,Scholar
Maafakhi,Liar
Maaka,Year
Maali,Riches/ Assets
Maalimu,Teacher
Maamala,shut up
Maamba,Seashell
Maambate,stick to him
Maambo,Affairs
Maame,Mother
Maamili,Regular customer/Client
Maampaka,Kitten
Maamuli,Administration
Maana,Child
Maandha,bravanese Bread
Maandiko,Writings
Maangi,cooked grain
Maankale,Sesame seed cake
Maanyi,Grass
Maanzo,Beginning
Maapa,Armpint
Maarabu,Arab person
Maarsha,Gear
Maashe,Blind
Maaskara,Mask
Maato,Eyes
Maatozi,Tear
Maayi,Water
Maazi,Blood
Maazi ya Aada,Period
Mabda'i,Principle
Mabigano,Fighting
Maduuri,Jungle
Mafta,Oil
Maftaamansara,Sesame oil
Maftaatala,Fatty Tissue
Maftaazeydi,Olive oil
Magaadi,Soda
Magoli,uneven
Mahari,Bride price
Mahati,thanks
Mahkama,Court
Mahrajaani,Carnival
Makala,Charcoal
Makhabri,Cemetery
Makhaziina,Storehouse
Makiindhi,Belly dance
Makoondhe,Boxing
Makosa,Mistake
Mal'uuni,mischief-Maker
Malaakhi,Tribal Chief
Malaalo,Sleeping accommodation
Malayka,Angel
Maliza,Finish
Malmalaata,Jam
Maluungo,Body
Malyuuni,Million
Mamala,keep silence
Mambaamba,slim
Manaamke,Girl
Manashke na kuloloowa,Bride
Mandari,Picnic
Mandinamaamo,fuck off
Maneeno,nonesense
Manne,Urine
Mapatano,Agreement
Mapeema,Early
Mapula,Nasal mucus
Maqasi,scissor
Maqsuudi,content
Mara yiingine,Again
Maradi,Disease
Maradi ya Suukari,Diabetes
Marayiingine,Another time
Marjani,Coral
Markabu ya idura,Helicopter
Markabu ya kuuluka,Airplane
Markabu ya mayiini,Ship
Maroone,Brown
Marti,Guest
Mas-ala,Mystery
Masaafa,Distance
Masaajo,Sorghum
Mashakha,Troubles
Mashindhamano,Competition
Mashtaayta,Sesame
Mashuunghi,Hair
Masiiri,Jealous
Masila,Abscess
Maskiini/faqiiri,Poor
Masku,Night
Maskuukati,Midnight
Maslaha,Interset/Cconciliation
Masoomo,Education
Masruufu,Maintenanceliving expenses
Masso,The sharpeness of cutting edges.
Mataanga,Mourning
Mataaza,Porridge
Mate,Saliva
Matele,Joke
Matezo,Games
Mathali,Example
Matotope,Morass/mud
Matte,Spit
Mattottoope,Mud
Matuundha,Fruit
Matuuri,fat
Matuzi,Stool
Mawe,Stones
Mawele,Breast
Mawiingu,cloud
Mayiimbi,waves
Mayleli,Trilling
Maymaayi,wet
Mayooshi,Smoke
Mayti,Dead body
Mazaydi,Advancement
Mazi haba,Anemia
Mazi Miingi,Blood Pressure
Mazu,Banana
Mba,Dog
Mbaadiri,Priest
Mbavu,Ribs
Mbawa,Wing
Mbele,Front
Mbele,Ahead
Mbili,Two
Mbiti,Raw
Mbogga,Spinach
Mbovu,Bad
Mbu,Moskito
Mbujo ka waawo/maamo,Half sister
Mbulu,Pubic Hair
Mburishe,scare away
Mbuuni,Ostrich
Mbuzi,Goat
Mchaawi,Sorceror
Mduufata,Embrace
Meende,Cockroach
Meenza,Friend
Meera,Find
Meersha,Rotate
Meetiri,Meter
Meeza,Table
Meezi,Month
Meezi wa weelu,Moon
Menewe,Owner
Mfalme,Royal
Mfanya Mitti,Sorcery/ Witchcraft
Mfiniko,Lid
Mfuga,Homosexual
Mfumaajima,Saturday
Mfuumi,Asthma
Mfuye,Monkey
Mfuzi,Blacksmith
Mgaguno,Scratching
Mgahawa,Restaurant
Mgereenza,english person
Mhogo,Cassava
Mihaari,Knitting needle
Miiko,Kitchen
Miikulu,Grandson
Miimba,Stomach
Miimbili,Boy
Miimbili na kuloolo,bridegroom
Miino,Teeth
Miinza,Dark
Miipaa,Nephew
Miisho,last
Miiwa,Thorn
Miizi,Thief
Mikooko ya chita,dundruff
Milki,Ownership
Miluunti,barefoot
Mimbari,An elevated platform used in a mosque
Miriri,Rusty
Mishpa,Bones
Mishpaa Muungo,Backbone
Miskhi,Odour
Miskiti,Mosque
Mistari,Ruler
Mitto,River
Miya,Hundred
mjajo,itching
Mjiinga,Ignorant
Mkate,Cake
Mkeewo,Father in law
Mkila,Tail
Mkono,Arm
Mkoroofi,Villain
Mkuundhu,Booty
Mlusi,Black (person)
Mnaado,Auctioneering
Mnaango,Door
Mnaara,Tower/minarate
Mnaazi,Coconut tree
Mnene,fat
Mnima,Mountain/hill
Mnomo,Lip
Mnyago,Tribal initiation rite
Mooda,Fashion
Moola,Shave
Moomini,Devoted moslim
Mooto,motorcycle
Mowliidi,The birth of prophet mohamed (S.A.W)
Mpaampa,Shark
Mpaana,Wide
Mpaango,Plan
Mpaka,Cat
Mpaka,Boundary
Mpaka(huduudi),Boarder
Mpana,Mouse
Mpata,Twins
Mpataansi,Fishman
Mpatanisho,reconciler
Mpepe,Lightning
Mpiira,Ball
Mpindhooni,Surroundings
Mpissi,Hyena
Mpiya,New
Mpotofu,Curve
Mpula,Nose
Mpupu,Multani-mati
Mpuundha,Donkey
Mpuunga,Rice
Mraadi,Aim/Intention
Mreefu,High/long
Msaa'ada,Assistant/help
Msaafiri,Traveler
Msaasa / Raanda,Sandpaper
Msahaafu,Koranic book
Msala wa khsalila,Prayer rug
Msalaba,Cross
Msalaba,Cross
Mshahara,Salary
Mshakhaali,Worker
Mshidhamano,Race/competition
Mshizi,Gum
Msiiba,Grief
Msuura,beautiful
Msuwaani,Scarf
Mtaana,Room
Mtaandanu,Yellow
Mtaanga,Sand
Mtaange,Scale
Mtaawo,Pillow
Mtile miimba,Impregnate
Mtimiino,Toothbrush
Mtoondho,after tomorrow
Mtaana,Slave (Male)
Mtuunghi,Water pot
Mtuzi,Soup
Mtuzi,Sauce
Mtume,Prophet
Mu'jeza,Miracle/Wonder
Mubaaha,Allowed by law
Mubjaana,young
Mudaahara,Demonstration
Mudda,Period/duration
Mufti,Muslim scholar
Mufu,Anchovy
Muhimmu,Important
Mujiitu,God
Mujrimu,Culprit
Muke raaliya,Submissive wife to her husband
Mukhlisi,Faithfull/Honest
Muke,Woman
Mule,Tall
Mulo,Fire
Munaafiq,Hypocrite
Munishiipiyo,Town Hall
Munnu,Salt
Muntumzima,Adult
Murugu,Wories
Murzamu,Duct used for draining rain water from the roofs
Musmaari,Nails
Musmiino,Hand saw
Mustaqbali,Future
Mutanta/Kastuuma,Knickers/panties
Muti,Tree
Mutoore,Engine
Mutoore ya Nafta,Diesel Engine
Muundha,Farm
Muunju,Very small grain-eating bugs.
Muunti,Day
Muunt´u,Person
Muusi,One
Muuwa,Suger Cane
Muuwa,Sugarcane
Muuyi,City / Town
Muwli,Man
Muzaa Nama,Butcher
Mviriinge,Circle
Mvivu,Lazy
Mvula,Rain
Myaana,Slave (Female)
Myakazi,Harlot
Myakazi,bitch
Myakkazi,prostitute
Mzeele,old person
Mzele Wa Muuyi,Mayor
Mzifu,Laziness
Mziiko,Funeral
Mziinga,Explosion
Mzima,"Fit, un-hurt, un-touched"
Mzuungu,Non-Muslim
Naakhuda,Navigator
Naane,Nine
Naani,Who
Naastaro,Tape recorder
Naazi,Coconut
Nabari,Injure/Wound
Nadiifa,Clean
Nafasi,Spare time
Nafta,Diesel
Naharisi,mercy
Nahwi,Grammar
Nali,Bulb
Nama,Meat
Nama saafi bilaa mishpa,Cutlet
Nama ya khanziiri,Bacon
Nama ya Ngoombe,Beef
Naqdi,Cash
Nasabu,Noble
Nasha,Smooth
Nasiibu,Luck
Nasiibu,Luck/fortune
Natiija,Result
Nazaaja,Mother in law
Ndaaka,mine
Ndala,Hunger
Ndhaani,Inside
Ndhe,Long
Ndhevu,Beard
Ndhiimu,Grapefruit
Ndhiimu,Lime
Ndhoora,leave me alone
ndhoto,Dream
Ndhu,Relative
Ndhuugu,Peanut
Ndhuundho,Hammer
Ndiiwa,Pigeon
Ndiiwa,Dove
Ndila,Road
Ndini,Vagina
Ndo,come here
Ndovu,Elephant
Ne'ma,Prosperity
Neefu,Breath
Nelpe,White
Neyluuni,Nylon
Ngamiila,Camel
Ngano,Wheat
Ngawo,Wooden fence
Ngazi,Ladder
Nge wa mageendho,Scorpion
Ngeena,Crocodile
Ngiisha,Anchor (Ship/ Dhow/ Boat)
Ngoma,Drum
Ngoombe,Cow
Ngoroonzi,Snore
Ngozi,Leather
Ngozi,Skin/leather
Nguulu,Kingfish
Nguvu,strong
Nguwo,Cloth
Nguwo,Clothes
Nguzo,Pillar
Nidaamu,System
Niingi,Many
Niingi,Abundance
Nijisi,Impureness
Nikaaha,Marriage Contract
Nini,What
Niya,Intention
Nkaasa,Turtle
Nkala,Crab
Nkavu,dry
Nkoonde,Testicle/Scrotum
Nkope,Eyebrow
Nkuku,Chicken
Nkulu,Big
Nkusi(kubiga Nkusi),Calp
Nkuungunyi,bedbug
Nne,Four
Noloolo,Soft
Noota,Star
Nshepe,Old (Things)
Nsi,Fish
Nso,Kidney
Nta,Wax
Ntaambi,Vermicelli
Ntaano,Five
Ntaka,rubish
Ntale,Arrow
Ntanu,Oven
Ntatu,Three
Ntawa,lice
Nteendhe,Dates
Nti,Land
Ntiini,low
Ntoloko,Bean
Ntoongo,Cross-eyed
Ntowa,Drought
Ntupa,Bottle
Ntupu,Empty
Ntuungu,Ant
Ntuwi,Tiger
Ntundu,Hole
Nusu,Half
Nuumba,House
Nuumu,hard
Nuuriya,Whitewash/lime
Nuuru,Light/shine
Nuuru ya Maato,Pupil
Nyaanya,Tomato
Nyakula,Snatch
Nyoka,Snake
Nyulusi,Black
Nyunyi,Bird
Nzi,Fly
Nzito,Heavy
Oko,There
Onda,Taste
Ondhoka,Go away
Ongo,Brain
Onyesha,Show
Oofisha,Keep a promise
Oofu,Cramp
Oomo,Washing Powder
Ooni,Thirst
Ori,Cockerel
osha,Wash
Ova,Mix grinded grains like flour with water
Owa´,take a bath
Owela,swim
Owliya,A sacred person
Paamba,Cotton
Paandhish,Raise
Paangula,Clean a surface
Paasapoorta,Passport
Paasi/Stiira,Iron
Pakata,Hold in the lap
pakila,transport
Pakiza,Load
Pakkah,to Paint/ Apply ointment/ oil/ lotion etc...
Pamooyi,together
Pamooyi,Together
Parlamaani,Parliament
Pasula,Tear/split
Pata,Get
Peeke,Only
Peeke,Alone
Peela,Sweep
Peembe,Horn
Peera,bravanese Fudge
Peesa,Money
Peleka,Take/send
Pepela,Wave
Pepeza,Blink
Pepeza Maato,Blink
Piicha,Picture
Piima,Measure
Piinsa,Pliers
Piinsa,Pincers
Pilpili,Chilli
Pilpili nyulusi,Black pepper
Pita,Pass
Pokela,Receive
Pomaata,Ointment
poondha,grinding
Potela,"Fall, fail"
Pottola/kutta,bend
Pumaata,Cream
Puunguza,Make less
Qaadi,Judge
Qaanuuni,Law/Regulation
Qabiila,Tribe
Qabri,Grave
Qalbi,Heart
Qarni,Century
Qasli,impureness(in a religious way)
Qibla,"The direction towards mecca, where muslims face during praying"
Qiima/Si'ri,Price
Qissa,Story
Qooqi,Sexually excited
Quusi,Dive
Ra'faani,Appeal
Ra'iisi,President
Ra'sumaali,Capital
Raadi,Satisfied/content
Raadiyo,Radio
Raaha,Comfort
Raaiya,Citizen
Raaji,X-rays
Raanda,Lathe
Raanda,Carpenter's plane
Rabsha,Violence
Raja,Hope
Raka'a,Muslim prayers with bows
Rakhiisi,Cheap
Rakibisha,Put right
Ramadaani,Ramadan
Ranji,colour
Rasmi,Official/original
Rassasi,Bullet
Ratali,A pound (weight)
Reeba,"Keep, deny something to someone"
Reeri,Family
Ribba,Interest
Rigoore,Penalty kick
Rimoorkiyo,Trailer
Robo,Quarter
Roohaani,Spirit
Rooti,Bread
Roushani,Balcony
Rufiyaano,Procurer
Rukhsa,Permission
Rummani,Pomegranate
Rusha,Sprinkling with water
Ruuda,return
Ruudisha,Give back
Ruuhu,Soul
Sa'a,Watch
Saabuni,Soap
Saabuni,Soap
Saafi,Pure
Saafisha,Make clean
Saajimo,brother-in-law
Saambavu/lwiingu,Lung
Saamila,barefeet
Saandali,Sandal
Saanti,Feet
Saaruukhi,Missile
Saayda,Help
Sababu,Reason
Sabba,Seven
Sabri,Patience
Sabuura,Blackboard
Sadaqa,Alms
Safa/Leeni,Queue
Safaara,Embassy
Safari,Journey
Safiihi,Arrogant/rude
Safiito,Ceiling
Saghaare,Antelope
Sahali,easy
Sahariiri,Distress
Sahiiha,Signature
Sakaraani,Drinker
Sakaraati,Last agony
Sala,pray
Sala,Prayer
Salaamu,Greeting
Salamu,Sculpture / Toy
Salamu,Statue
Salisha,Lead prayers
Saliti,Traitor/betray
Salitinaari,Iodine
Saloota,Sitting room
Sambuusa,Samosa
Sanduuqu/kaasha,Box
Santuuri,Music Player/ Recorder
Santuuri,Gramophone
Saqajaani,Immoralist
Sarafu,Change/coins
Sarkaali,Government
Sarmala,Carpenter
Saruukhi,Rocket
Sarwaani,Trousers
Sawiri,abdication
Sawti,Sound
Seeti,To mash
Segereeti,Cigarette
Senti,Pence
Senti,Coins
Shaahidi,Witness
Shaali,Shawl
Shaaribu,Moustache
Shaati,Shirt
Shadhara,Peripheral
Shahaada,the first essential duty in Islam
Shahaari,Womanizer
Shahawa,Semen
Shahidimzuuri,One who lies under oath
Shahiidi,Martyr
Shaka,Doubt
Shalaayi,regret
Shar'i,law
Sharaara,Wire (Metallic)
Sharafu,Dignity
Sharbaati,Drinks
shari,Evil
Sharkhaani,Sewing machine
Sharmuuta,Whore
Sharti,Condition
Shawri,Private conversation
Shaytaani,Satan
Sheekhi,Religious official
Sheelara,Accelerator
Sheera,Slip
Shereha,Decorate
Shfiniko,cap
Shidda,Hardship
Shiika,Hold fast
Shiingo,Neck
Shiiri,Dirt
Shikazaako,Simple
Shilingi,Shilling
Shinyeeri,Zip
Shirka,Parnership/shareholder
Shkalkala,Uvula
Shkapu,Basket
Shkarawa,Baboon
Shkuta,Pinching
Sho dambi,Innocent
Sho khfilatiloowa,unexpected
Sho Nahariisi,mercilessnes
Shogamaano,Towel
Shokaani,Steering wheel
Shoma,Sew
Shoobu,Elegance
Shoori,Consultation
Shoropo,Syrup
Shoroto,Adhesive tape
Shpeendo,Love
Shpegnegno,"Opportunity, Chance"
Shpepo,Hand Fan
Shpete,Ring
Shpiimo,Measurement
Shpiindhi,Noon
Shpululu,narrow street
Shtala cha Mkono,Torch
Shtaltala,Bat
Shtana,Comb
Shtana,Anger
Shteenzi,Poem
Shtewelo,Supplement to the meal
Shtezo,Button
Shtiisho,Fear
Shtoka,Axe
Shtuungulu,Onion
Shufeeri,Driver
Shufta,Robber band
Shuma'a,Candle
Shuui,Communist
Shuwaari,Calm
Shuwari,Calm (Sea)
Si,We/Us
Sidiriya,Bra
Sihiri,Magic
Siiki,Vinegar
Siimba,Lion
Siimo,Telephone
Siindanu,Needle
Siindhika,Press out
Siita,sour
Silsila,Chain
Simama,stand up / Stop
Simamisha,Halt/erect
Simika,errect
Simu ya mkono,Mobile phone
Sindako,Mayor
Sindanu ya Khkuta,Safety pin
Siniya,Metal tray
Siri,Secret
Sitta,Six
Siwo farhaani,unhappy
Siyaasa,Politics
Skifaala,Shelves
Skifaala,Shelf
Skoola,School
Skunyi,Firewood
Somma,namesake
Sookota,Twist
Sooma,read
Soonda,suck
Soonga,move
Soongeza,Move it
Sowti,voice
speendi,I dont like
Spiingu,Handcuffs
Spitaale,Hospital
Spuunyo,Sponge
steenzi,Religious poem
Steeshini,Police station
Stiraasha,Napkin
Su'aali,Question
Sufuriya,Saucepan
Sukaraagooro,Gor
Sukaraamawe,Candy sugar
Sukari yamnaara,Sugar cube
Sultaani,King
Sulu,Dizzy
Sumu,Poison
Suubaha,Qor'an Recitation
Suukari,Sugar
Suukhu,Market
Suura,Good
Suura(Qura'ani),Koranic chapter
Ta'liimu,Education
Taa'uuni,Cholera
Taaga,expand
Taaji,Crown
Taajiri,Rich
Taaka,Type of measurment;full stretch of the hand from the thumb to the middle finger(measurment)
taala,take
Taambala,Crawl
Taambula,Recognize
Taamu,Tasty
Taarga,Plate number
Taari,telgram
Taariikhi,Date
Taariikhi,History
Taawanya,spill
Taaziya,Condolence
Tabaashiri,Chalk
Tabi'a,Behaviour
Tafadhali,Please
Tahaara,Religiously pure
Tahadari,Beware
Tahadari,Careful
Tahadari,Caution
Tahaliili,Holy water
Tahaluka,Disaster
Tahaluka,catastrophy
Takabaana,Hanger
Takasa,plaster
Tala,Lamp
Talaali,Vaccinate/immunization
Tama'a,Desire
Tama'a niingi,Cupidity
Tamasha,Tour
Tangawiizi,Ginger
Tapika,Vomit
Taqwa,Piety/reverence
Taraawehe (food),Midnight meal by a fasting person
Taraawehe(prayer),Ramadaan night prayers
Tarbaale,Canvas
Tarbuushi,Casmali
Tariina,Train
Tarmuusi,Flask
Tarniiki,Corrugated iron used as a roofing material
Tartiibu,Slow
Tasbihi,Beads/rosary
Tawaafa,Lantern
Tawaafu(Ka'ba),Circumfering of Ka'ba
Tawala,Ocean
Tawala,Sea
Tayaari,Ready
Teach,Soomesha
Teendheza,Stir/mix
Teenga,Set a part
Tele,Advice
Telefisiyoone,Television
Teleza,play with
Telle,Full
Tetemesha,Shake/swing
Teza,play
Thumuni,One eight of a pound
Tiibi,Tuberculosis(TB)
Tiinda,cut
Tiini,Fig
Timbro,Rubber stamp
Timiza,Complete
Tokomeza,ignore
Tooba,Penitence
Toohiidi,Confirming the oneness of allah
Toomba,Intercourse/fuck
Toosisha,"Straighten, make correction"
Towba,Repentance
Tufaaha,Apple
Tuhumu,Suspicious
Tukula,carry
Tukuza,send
Turjumaani,Interpreter
Turuumba,Trumpet
Tuufaani,Hurricane
Tuumba,Dig
Tuumbula,"Rupture, Puncture"
Tuumbula,Make a hole in
Tuuni,Garlic
Tuunji,Potty
Tuure,Hunchback
Tuuri,Hump
Tuusi,Anus
Tuwa,Caress/ Remove dirt/ stain from a surface
T´uumbula,"Perforate, make an opening"
Uf,Used to express a bad smell or offensive odor
Ukaawu,Tamarind
Ukki,Honey
Ulaanga,Cornflour
Ulaazo,Pain
Uloongo,Mud / Clay
Uluka,jump
Umaande,Mist/Fog
Umri,Age
Umuliso,Midwife
Unga waa nganu,Flour
Uqda,Complex
Usha',Hide
Ushizi,Mouth Gum
Usiinzizi,Sleepy
Uskuma,Push
Uso,Face
Utuungu,Labor
Uudi,Incense
Uudu,Ablution
uza´,sell
Uzza,Ask
Viimba,Swell
Vusila,blow
Vuunda,Break down
vuuta,pull
Waalidi,Parent
Waana,Children
Waankula,Grandfather
Waardiya,Guard
Waawe,Father
Wadaamu,Container made of leather used to collect water from wells
Wafdi,Delegation
Wahali,Companion
Wakhti,Time/Epoch/Era
Wakhtiwe Imaliize,Expire
Wakiili,Agent/Representative
Waliima/Karamu,Feast
Walwali,Anxiety
Wanaafakhi,FALSE
Wanaafaqi,lie
Wanaaskoola,Students
Waqfu,Open to the public
Waqlali,Name and dedicate ceremonally usually with the ritual slaughter of an animal
Waraabo,Syphilis
Waraadi,goodbye
Wardi,praise Allah
Wasakha,Dirty
Waswaasi,Hesitation/Suspicion
Waziiri,Minister
Wazimu,Madness
Wa`di,Preachment
Weelu,Light
We´,You
Wiinda,Hunt
Wiingine,Others
Wiino,Ink
Wiisha,Husk
Wiishka,Elevator
Wonna,see
Wonte,all
Wule,Length
Yaabisi,Hard and dry
Yaabu,Wonder
Yaake,his
Yaanzi,Numbness
Yaaquuti,ruby
Yaardi,Yard
Yaayaa,Aunt
Yahuudi,Jew
Yaka(karata),Ace
Yamma,Whale
Yana,yesterday
Yeyi,Wolf
Yezza,Fill
Yile,Long
Ynoki,Bee
Yonte(things),all
Yuuzi,the day before yesterday
Zaama,Sink
Zaaydi,Extra
Zabiibu,Raisin
Zaka,The obligatory tax that every muslim must give
Zalba,untruth
Zamaani,long ago
Zawaadi,Present
Zaydi,advanced
Zeytuuni,olives
Zidubi,Kebabs
Zigugu,Nit
Ziina,Letters
Zijo,Polenta
Zikhuweleele,Well off
Zilaatu,Shoes
Ziloondho,Leg foot
Ziloozi,Sweets
Zilzaali,Earthquake
zimila,hide
Zimiza,Turn off
Zina,Adultery
Zita,Fight
Ziyaara,Commemoration
Zoombo,Things
Zuliya,Carpet
Zuluungu,Multi storey
Zumaari,Wind instrument
Zuuba,Roll/Wrap
Zuuliya,Rug
Zuuzu,Foolish